"Year","State","CoC Number","CoC Name","Measures","Count"
"1/1/2010","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","567"
"1/1/2010","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","272"
"1/1/2010","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","1,145"
"1/1/2011","OK","OK-500","North Central Oklahoma CoC","Total Homeless","249"
"1/1/2011","OK","OK-501","Tulsa City & County/Broken Arrow CoC","Total Homeless","879"
"1/1/2011","OK","OK-502","Oklahoma City CoC","Total Homeless","1,348"
"1/1/2011","OK","OK-503","Oklahoma Balance of State CoC","Total Homeless","483"
"1/1/2011","OK","OK-504","Norman/Cleveland County CoC","Total Homeless","619"
"1/1/2011","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","266"
"1/1/2011","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","133"
"1/1/2011","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","648"
"1/1/2012","OK","OK-500","North Central Oklahoma CoC","Total Homeless","204"
"1/1/2012","OK","OK-501","Tulsa City & County/Broken Arrow CoC","Total Homeless","1,021"
"1/1/2012","OK","OK-502","Oklahoma City CoC","Total Homeless","1,303"
"1/1/2012","OK","OK-503","Oklahoma Balance of State CoC","Total Homeless","571"
"1/1/2012","OK","OK-504","Norman/Cleveland County CoC","Total Homeless","616"
"1/1/2012","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","342"
"1/1/2012","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","396"
"1/1/2012","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","579"
"1/1/2013","OK","OK-500","North Central Oklahoma CoC","Total Homeless","190"
"1/1/2013","OK","OK-501","Tulsa City & County/Broken Arrow CoC","Total Homeless","1,008"
"1/1/2013","OK","OK-502","Oklahoma City CoC","Total Homeless","1,362"
"1/1/2013","OK","OK-503","Oklahoma Balance of State CoC","Total Homeless","272"
"1/1/2013","OK","OK-504","Norman/Cleveland County CoC","Total Homeless","368"
"1/1/2013","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","487"
"1/1/2013","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","196"
"1/1/2013","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","525"
"1/1/2014","OK","OK-500","North Central Oklahoma CoC","Total Homeless","201"
"1/1/2014","OK","OK-501","Tulsa City & County/Broken Arrow CoC","Total Homeless","1,010"
"1/1/2014","OK","OK-502","Oklahoma City CoC","Total Homeless","1,481"
"1/1/2014","OK","OK-503","Oklahoma Balance of State CoC","Total Homeless","295"
"1/1/2014","OK","OK-504","Norman/Cleveland County CoC","Total Homeless","140"
"1/1/2014","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","383"
"1/1/2014","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","239"
"1/1/2014","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","442"
"1/1/2015","OK","OK-500","North Central Oklahoma CoC","Total Homeless","194"
"1/1/2015","OK","OK-501","Tulsa City & County/Broken Arrow CoC","Total Homeless","956"
"1/1/2015","OK","OK-502","Oklahoma City CoC","Total Homeless","1,300"
"1/1/2015","OK","OK-503","Oklahoma Balance of State CoC","Total Homeless","237"
"1/1/2015","OK","OK-504","Norman/Cleveland County CoC","Total Homeless","133"
"1/1/2015","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","343"
"1/1/2015","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","161"
"1/1/2015","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","453"
"1/1/2016","OK","OK-500","North Central Oklahoma CoC","Total Homeless","129"
"1/1/2016","OK","OK-501","Tulsa City & County/Broken Arrow CoC","Total Homeless","1,043"
"1/1/2016","OK","OK-502","Oklahoma City CoC","Total Homeless","1,511"
"1/1/2016","OK","OK-503","Oklahoma Balance of State CoC","Total Homeless","295"
"1/1/2016","OK","OK-504","Norman/Cleveland County CoC","Total Homeless","138"
"1/1/2016","OK","OK-505","Northeast Oklahoma CoC","Total Homeless","368"
"1/1/2016","OK","OK-506","Southwest Oklahoma Regional CoC","Total Homeless","187"
"1/1/2016","OK","OK-507","Southeastern Oklahoma Regional CoC","Total Homeless","436"
