"Year","State","CoC Number","CoC Name","Measures","Count"
"1/1/2010","NC","NC-502","Durham City & County CoC","Total Homeless","675"
"1/1/2010","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","2,851"
"1/1/2010","NC","NC-504","Greensboro/High Point CoC","Total Homeless","1,070"
"1/1/2010","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","2,841"
"1/1/2010","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","678"
"1/1/2010","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","1,180"
"1/1/2010","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","324"
"1/1/2010","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","1,033"
"1/1/2010","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","135"
"1/1/2010","NC","NC-516","Northwest North Carolina CoC","Total Homeless","345"
"1/1/2011","NC","NC-500","Winston Salem/Forsyth County CoC","Total Homeless","527"
"1/1/2011","NC","NC-501","Asheville/Buncombe County CoC","Total Homeless","514"
"1/1/2011","NC","NC-502","Durham City & County CoC","Total Homeless","597"
"1/1/2011","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","2,987"
"1/1/2011","NC","NC-504","Greensboro/High Point CoC","Total Homeless","1,024"
"1/1/2011","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","2,847"
"1/1/2011","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","483"
"1/1/2011","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","1,150"
"1/1/2011","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","378"
"1/1/2011","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","1,061"
"1/1/2011","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","136"
"1/1/2011","NC","NC-516","Northwest North Carolina CoC","Total Homeless","1,192"
"1/1/2012","NC","NC-500","Winston Salem/Forsyth County CoC","Total Homeless","556"
"1/1/2012","NC","NC-501","Asheville/Buncombe County CoC","Total Homeless","560"
"1/1/2012","NC","NC-502","Durham City & County CoC","Total Homeless","698"
"1/1/2012","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","2,922"
"1/1/2012","NC","NC-504","Greensboro/High Point CoC","Total Homeless","990"
"1/1/2012","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","2,567"
"1/1/2012","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","469"
"1/1/2012","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","1,116"
"1/1/2012","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","611"
"1/1/2012","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","1,606"
"1/1/2012","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","110"
"1/1/2012","NC","NC-516","Northwest North Carolina CoC","Total Homeless","1,319"
"1/1/2013","NC","NC-500","Winston Salem/Forsyth County CoC","Total Homeless","394"
"1/1/2013","NC","NC-501","Asheville/Buncombe County CoC","Total Homeless","570"
"1/1/2013","NC","NC-502","Durham City & County CoC","Total Homeless","753"
"1/1/2013","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","3,625"
"1/1/2013","NC","NC-504","Greensboro/High Point CoC","Total Homeless","949"
"1/1/2013","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","2,418"
"1/1/2013","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","348"
"1/1/2013","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","1,098"
"1/1/2013","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","384"
"1/1/2013","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","631"
"1/1/2013","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","123"
"1/1/2013","NC","NC-516","Northwest North Carolina CoC","Total Homeless","875"
"1/1/2014","NC","NC-500","Winston Salem/Forsyth County CoC","Total Homeless","515"
"1/1/2014","NC","NC-501","Asheville/Buncombe County CoC","Total Homeless","530"
"1/1/2014","NC","NC-502","Durham City & County CoC","Total Homeless","811"
"1/1/2014","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","3,195"
"1/1/2014","NC","NC-504","Greensboro/High Point CoC","Total Homeless","897"
"1/1/2014","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","2,014"
"1/1/2014","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","321"
"1/1/2014","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","1,170"
"1/1/2014","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","423"
"1/1/2014","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","653"
"1/1/2014","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","108"
"1/1/2014","NC","NC-516","Northwest North Carolina CoC","Total Homeless","854"
"1/1/2015","NC","NC-500","Winston Salem/Forsyth County CoC","Total Homeless","571"
"1/1/2015","NC","NC-501","Asheville/Buncombe County CoC","Total Homeless","562"
"1/1/2015","NC","NC-502","Durham City & County CoC","Total Homeless","813"
"1/1/2015","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","3,021"
"1/1/2015","NC","NC-504","Greensboro/High Point CoC","Total Homeless","665"
"1/1/2015","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","2,001"
"1/1/2015","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","390"
"1/1/2015","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","904"
"1/1/2015","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","281"
"1/1/2015","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","593"
"1/1/2015","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","129"
"1/1/2015","NC","NC-516","Northwest North Carolina CoC","Total Homeless","755"
"1/1/2016","NC","NC-500","Winston Salem/Forsyth County CoC","Total Homeless","544"
"1/1/2016","NC","NC-501","Asheville/Buncombe County CoC","Total Homeless","509"
"1/1/2016","NC","NC-502","Durham City & County CoC","Total Homeless","354"
"1/1/2016","NC","NC-503","North Carolina Balance of State CoC","Total Homeless","2,963"
"1/1/2016","NC","NC-504","Greensboro/High Point CoC","Total Homeless","721"
"1/1/2016","NC","NC-505","Charlotte/Mecklenberg CoC","Total Homeless","1,818"
"1/1/2016","NC","NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","Total Homeless","389"
"1/1/2016","NC","NC-507","Raleigh/Wake County CoC","Total Homeless","818"
"1/1/2016","NC","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless","328"
"1/1/2016","NC","NC-511","Fayetteville/Cumberland County CoC","Total Homeless","515"
"1/1/2016","NC","NC-513","Chapel Hill/Orange County CoC","Total Homeless","80"
"1/1/2016","NC","NC-516","Northwest North Carolina CoC","Total Homeless","520"
