"Year","State","CoC Number","CoC Name","Measures","Count"
"1/1/2010","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","219"
"1/1/2010","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","842"
"1/1/2011","TN","TN-500","Chattanooga/Southeast Tennessee CoC","Total Homeless","561"
"1/1/2011","TN","TN-501","Memphis/Shelby County CoC","Total Homeless","1,942"
"1/1/2011","TN","TN-502","Knoxville/Knox County CoC","Total Homeless","998"
"1/1/2011","TN","TN-503","Central Tennessee CoC","Total Homeless","232"
"1/1/2011","TN","TN-504","Nashville/Davidson County CoC","Total Homeless","1,938"
"1/1/2011","TN","TN-506","Oak Ridge/Upper Cumberland CoC","Total Homeless","526"
"1/1/2011","TN","TN-507","Jackson/West Tennessee CoC","Total Homeless","1,894"
"1/1/2011","TN","TN-509","Appalachian Regional CoC","Total Homeless","360"
"1/1/2011","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","225"
"1/1/2011","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","437"
"1/1/2012","TN","TN-500","Chattanooga/Southeast Tennessee CoC","Total Homeless","548"
"1/1/2012","TN","TN-501","Memphis/Shelby County CoC","Total Homeless","2,076"
"1/1/2012","TN","TN-502","Knoxville/Knox County CoC","Total Homeless","854"
"1/1/2012","TN","TN-503","Central Tennessee CoC","Total Homeless","245"
"1/1/2012","TN","TN-504","Nashville/Davidson County CoC","Total Homeless","1,934"
"1/1/2012","TN","TN-506","Oak Ridge/Upper Cumberland CoC","Total Homeless","658"
"1/1/2012","TN","TN-507","Jackson/West Tennessee CoC","Total Homeless","1,692"
"1/1/2012","TN","TN-509","Appalachian Regional CoC","Total Homeless","424"
"1/1/2012","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","218"
"1/1/2012","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","777"
"1/1/2013","TN","TN-500","Chattanooga/Southeast Tennessee CoC","Total Homeless","591"
"1/1/2013","TN","TN-501","Memphis/Shelby County CoC","Total Homeless","1,816"
"1/1/2013","TN","TN-502","Knoxville/Knox County CoC","Total Homeless","993"
"1/1/2013","TN","TN-503","Central Tennessee CoC","Total Homeless","283"
"1/1/2013","TN","TN-504","Nashville/Davidson County CoC","Total Homeless","2,069"
"1/1/2013","TN","TN-506","Oak Ridge/Upper Cumberland CoC","Total Homeless","372"
"1/1/2013","TN","TN-507","Jackson/West Tennessee CoC","Total Homeless","1,673"
"1/1/2013","TN","TN-509","Appalachian Regional CoC","Total Homeless","694"
"1/1/2013","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","241"
"1/1/2013","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","796"
"1/1/2014","TN","TN-500","Chattanooga/Southeast Tennessee CoC","Total Homeless","627"
"1/1/2014","TN","TN-501","Memphis/Shelby County CoC","Total Homeless","1,675"
"1/1/2014","TN","TN-502","Knoxville/Knox County CoC","Total Homeless","861"
"1/1/2014","TN","TN-503","Central Tennessee CoC","Total Homeless","286"
"1/1/2014","TN","TN-504","Nashville/Davidson County CoC","Total Homeless","2,234"
"1/1/2014","TN","TN-506","Oak Ridge/Upper Cumberland CoC","Total Homeless","342"
"1/1/2014","TN","TN-507","Jackson/West Tennessee CoC","Total Homeless","1,601"
"1/1/2014","TN","TN-509","Appalachian Regional CoC","Total Homeless","598"
"1/1/2014","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","258"
"1/1/2014","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","933"
"1/1/2015","TN","TN-500","Chattanooga/Southeast Tennessee CoC","Total Homeless","636"
"1/1/2015","TN","TN-501","Memphis/Shelby County CoC","Total Homeless","1,525"
"1/1/2015","TN","TN-502","Knoxville/Knox County CoC","Total Homeless","783"
"1/1/2015","TN","TN-503","Central Tennessee CoC","Total Homeless","268"
"1/1/2015","TN","TN-504","Nashville/Davidson County CoC","Total Homeless","2,154"
"1/1/2015","TN","TN-506","Oak Ridge/Upper Cumberland CoC","Total Homeless","362"
"1/1/2015","TN","TN-507","Jackson/West Tennessee CoC","Total Homeless","1,563"
"1/1/2015","TN","TN-509","Appalachian Regional CoC","Total Homeless","577"
"1/1/2015","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","289"
"1/1/2015","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","966"
"1/1/2016","TN","TN-500","Chattanooga/Southeast Tennessee CoC","Total Homeless","527"
"1/1/2016","TN","TN-501","Memphis/Shelby County CoC","Total Homeless","1,669"
"1/1/2016","TN","TN-502","Knoxville/Knox County CoC","Total Homeless","748"
"1/1/2016","TN","TN-503","Central Tennessee CoC","Total Homeless","296"
"1/1/2016","TN","TN-504","Nashville/Davidson County CoC","Total Homeless","2,365"
"1/1/2016","TN","TN-506","Oak Ridge/Upper Cumberland CoC","Total Homeless","249"
"1/1/2016","TN","TN-507","Jackson/West Tennessee CoC","Total Homeless","1,541"
"1/1/2016","TN","TN-509","Appalachian Regional CoC","Total Homeless","448"
"1/1/2016","TN","TN-510","Murfreesboro/Rutherford County CoC","Total Homeless","306"
"1/1/2016","TN","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","Total Homeless","630"
