"Year","State","CoC Number","CoC Name","Measures","Count"
"1/1/2010","MI","MI-500","Michigan Balance of State CoC","Total Homeless","2,953"
"1/1/2010","MI","MI-501","Detroit CoC","Total Homeless","2,812"
"1/1/2010","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","458"
"1/1/2010","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","896"
"1/1/2010","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","731"
"1/1/2010","MI","MI-505","Flint/Genesee County CoC","Total Homeless","277"
"1/1/2010","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","585"
"1/1/2010","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","679"
"1/1/2010","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","535"
"1/1/2010","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","474"
"1/1/2010","MI","MI-510","Saginaw City & County CoC","Total Homeless","305"
"1/1/2010","MI","MI-511","Lenawee County CoC","Total Homeless","120"
"1/1/2010","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","296"
"1/1/2010","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","68"
"1/1/2010","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","186"
"1/1/2010","MI","MI-515","Monroe City & County CoC","Total Homeless","140"
"1/1/2010","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","646"
"1/1/2010","MI","MI-517","Jackson City & County CoC","Total Homeless","323"
"1/1/2010","MI","MI-518","Livingston County CoC","Total Homeless","121"
"1/1/2010","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","306"
"1/1/2010","MI","MI-523","Eaton County CoC","Total Homeless","147"
"1/1/2011","MI","MI-500","Michigan Balance of State CoC","Total Homeless","2,499"
"1/1/2011","MI","MI-501","Detroit CoC","Total Homeless","3,138"
"1/1/2011","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","482"
"1/1/2011","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","656"
"1/1/2011","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","713"
"1/1/2011","MI","MI-505","Flint/Genesee County CoC","Total Homeless","490"
"1/1/2011","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","627"
"1/1/2011","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","822"
"1/1/2011","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","444"
"1/1/2011","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","469"
"1/1/2011","MI","MI-510","Saginaw City & County CoC","Total Homeless","390"
"1/1/2011","MI","MI-511","Lenawee County CoC","Total Homeless","166"
"1/1/2011","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","234"
"1/1/2011","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","102"
"1/1/2011","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","192"
"1/1/2011","MI","MI-515","Monroe City & County CoC","Total Homeless","121"
"1/1/2011","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","691"
"1/1/2011","MI","MI-517","Jackson City & County CoC","Total Homeless","246"
"1/1/2011","MI","MI-518","Livingston County CoC","Total Homeless","135"
"1/1/2011","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","343"
"1/1/2011","MI","MI-523","Eaton County CoC","Total Homeless","225"
"1/1/2012","MI","MI-500","Michigan Balance of State CoC","Total Homeless","2,255"
"1/1/2012","MI","MI-501","Detroit CoC","Total Homeless","3,115"
"1/1/2012","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","476"
"1/1/2012","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","607"
"1/1/2012","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","743"
"1/1/2012","MI","MI-505","Flint/Genesee County CoC","Total Homeless","435"
"1/1/2012","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","712"
"1/1/2012","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","729"
"1/1/2012","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","470"
"1/1/2012","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","381"
"1/1/2012","MI","MI-510","Saginaw City & County CoC","Total Homeless","402"
"1/1/2012","MI","MI-511","Lenawee County CoC","Total Homeless","118"
"1/1/2012","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","316"
"1/1/2012","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","80"
"1/1/2012","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","216"
"1/1/2012","MI","MI-515","Monroe City & County CoC","Total Homeless","113"
"1/1/2012","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","457"
"1/1/2012","MI","MI-517","Jackson City & County CoC","Total Homeless","256"
"1/1/2012","MI","MI-518","Livingston County CoC","Total Homeless","150"
"1/1/2012","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","322"
"1/1/2012","MI","MI-523","Eaton County CoC","Total Homeless","239"
"1/1/2013","MI","MI-500","Michigan Balance of State CoC","Total Homeless","1,806"
"1/1/2013","MI","MI-501","Detroit CoC","Total Homeless","2,789"
"1/1/2013","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","380"
"1/1/2013","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","504"
"1/1/2013","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","698"
"1/1/2013","MI","MI-505","Flint/Genesee County CoC","Total Homeless","387"
"1/1/2013","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","732"
"1/1/2013","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","642"
"1/1/2013","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","423"
"1/1/2013","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","510"
"1/1/2013","MI","MI-510","Saginaw City & County CoC","Total Homeless","350"
"1/1/2013","MI","MI-511","Lenawee County CoC","Total Homeless","124"
"1/1/2013","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","328"
"1/1/2013","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","74"
"1/1/2013","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","236"
"1/1/2013","MI","MI-515","Monroe City & County CoC","Total Homeless","139"
"1/1/2013","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","644"
"1/1/2013","MI","MI-517","Jackson City & County CoC","Total Homeless","187"
"1/1/2013","MI","MI-518","Livingston County CoC","Total Homeless","127"
"1/1/2013","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","318"
"1/1/2013","MI","MI-523","Eaton County CoC","Total Homeless","129"
"1/1/2014","MI","MI-500","Michigan Balance of State CoC","Total Homeless","2,253"
"1/1/2014","MI","MI-501","Detroit CoC","Total Homeless","2,755"
"1/1/2014","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","456"
"1/1/2014","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","343"
"1/1/2014","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","457"
"1/1/2014","MI","MI-505","Flint/Genesee County CoC","Total Homeless","635"
"1/1/2014","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","793"
"1/1/2014","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","681"
"1/1/2014","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","429"
"1/1/2014","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","545"
"1/1/2014","MI","MI-510","Saginaw City & County CoC","Total Homeless","325"
"1/1/2014","MI","MI-511","Lenawee County CoC","Total Homeless","138"
"1/1/2014","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","396"
"1/1/2014","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","80"
"1/1/2014","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","284"
"1/1/2014","MI","MI-515","Monroe City & County CoC","Total Homeless","185"
"1/1/2014","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","584"
"1/1/2014","MI","MI-517","Jackson City & County CoC","Total Homeless","240"
"1/1/2014","MI","MI-518","Livingston County CoC","Total Homeless","135"
"1/1/2014","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","387"
"1/1/2014","MI","MI-523","Eaton County CoC","Total Homeless","126"
"1/1/2015","MI","MI-500","Michigan Balance of State CoC","Total Homeless","1,745"
"1/1/2015","MI","MI-501","Detroit CoC","Total Homeless","2,597"
"1/1/2015","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","333"
"1/1/2015","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","450"
"1/1/2015","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","485"
"1/1/2015","MI","MI-505","Flint/Genesee County CoC","Total Homeless","488"
"1/1/2015","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","912"
"1/1/2015","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","568"
"1/1/2015","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","418"
"1/1/2015","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","372"
"1/1/2015","MI","MI-510","Saginaw City & County CoC","Total Homeless","308"
"1/1/2015","MI","MI-511","Lenawee County CoC","Total Homeless","128"
"1/1/2015","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","302"
"1/1/2015","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","79"
"1/1/2015","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","285"
"1/1/2015","MI","MI-515","Monroe City & County CoC","Total Homeless","185"
"1/1/2015","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","179"
"1/1/2015","MI","MI-517","Jackson City & County CoC","Total Homeless","159"
"1/1/2015","MI","MI-518","Livingston County CoC","Total Homeless","103"
"1/1/2015","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","285"
"1/1/2015","MI","MI-523","Eaton County CoC","Total Homeless","135"
"1/1/2016","MI","MI-500","Michigan Balance of State CoC","Total Homeless","1,466"
"1/1/2016","MI","MI-501","Detroit CoC","Total Homeless","2,335"
"1/1/2016","MI","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","Total Homeless","277"
"1/1/2016","MI","MI-503","St. Clair Shores/Warren/Macomb County CoC","Total Homeless","403"
"1/1/2016","MI","MI-504","Pontiac/Royal Oak/Oakland County CoC","Total Homeless","438"
"1/1/2016","MI","MI-505","Flint/Genesee County CoC","Total Homeless","377"
"1/1/2016","MI","MI-506","Grand Rapids/Wyoming/Kent County CoC","Total Homeless","800"
"1/1/2016","MI","MI-507","Portage/Kalamazoo City & County CoC","Total Homeless","374"
"1/1/2016","MI","MI-508","Lansing/East Lansing/Ingham County CoC","Total Homeless","471"
"1/1/2016","MI","MI-509","Ann Arbor/Washtenaw County CoC","Total Homeless","342"
"1/1/2016","MI","MI-510","Saginaw City & County CoC","Total Homeless","343"
"1/1/2016","MI","MI-511","Lenawee County CoC","Total Homeless","137"
"1/1/2016","MI","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","Total Homeless","243"
"1/1/2016","MI","MI-513","Marquette, Alger Counties CoC","Total Homeless","70"
"1/1/2016","MI","MI-514","Battle Creek/Calhoun County CoC","Total Homeless","246"
"1/1/2016","MI","MI-515","Monroe City & County CoC","Total Homeless","176"
"1/1/2016","MI","MI-516","Norton Shores/Muskegon City & County CoC","Total Homeless","191"
"1/1/2016","MI","MI-517","Jackson City & County CoC","Total Homeless","169"
"1/1/2016","MI","MI-518","Livingston County CoC","Total Homeless","77"
"1/1/2016","MI","MI-519","Holland/Ottawa County CoC","Total Homeless","261"
"1/1/2016","MI","MI-523","Eaton County CoC","Total Homeless","120"
