"Year","State","CoC Number","CoC Name","Measures","Count"
"1/1/2013","GA","GA-505","Columbus-Muscogee/Russell County CoC","Total Homeless","294"
"1/1/2013","GA","GA-506","Marietta/Cobb County CoC","Total Homeless","495"
"1/1/2013","GA","GA-507","Savannah/Chatham County CoC","Total Homeless","1,165"
"1/1/2013","GA","GA-508","DeKalb County Continuum of Care","Total Homeless","713"
"1/1/2014","GA","GA-500","Atlanta Continuum of Care","Total Homeless","4,797"
"1/1/2014","GA","GA-501","Georgia Balance of State CoC","Total Homeless","7,577"
"1/1/2014","GA","GA-502","Fulton County Continuum of Care","Total Homeless","477"
"1/1/2014","GA","GA-503","Athens/Clarke County CoC","Total Homeless","247"
"1/1/2014","GA","GA-504","Augusta CoC","Total Homeless","472"
"1/1/2014","GA","GA-505","Columbus-Muscogee/Russell County CoC","Total Homeless","312"
"1/1/2014","GA","GA-506","Marietta/Cobb County CoC","Total Homeless","523"
"1/1/2014","GA","GA-507","Savannah/Chatham County CoC","Total Homeless","1,315"
"1/1/2014","GA","GA-508","DeKalb County Continuum of Care","Total Homeless","801"
"1/1/2015","GA","GA-500","Atlanta Continuum of Care","Total Homeless","4,317"
"1/1/2015","GA","GA-501","Georgia Balance of State CoC","Total Homeless","5,797"
"1/1/2015","GA","GA-502","Fulton County Continuum of Care","Total Homeless","473"
"1/1/2015","GA","GA-503","Athens/Clarke County CoC","Total Homeless","226"
"1/1/2015","GA","GA-504","Augusta CoC","Total Homeless","407"
"1/1/2015","GA","GA-505","Columbus-Muscogee/Russell County CoC","Total Homeless","371"
"1/1/2015","GA","GA-506","Marietta/Cobb County CoC","Total Homeless","415"
"1/1/2015","GA","GA-507","Savannah/Chatham County CoC","Total Homeless","1,100"
"1/1/2015","GA","GA-508","DeKalb County Continuum of Care","Total Homeless","684"
"1/1/2016","GA","GA-500","Atlanta Continuum of Care","Total Homeless","4,063"
"1/1/2016","GA","GA-501","Georgia Balance of State CoC","Total Homeless","5,575"
"1/1/2016","GA","GA-502","Fulton County Continuum of Care","Total Homeless","483"
"1/1/2016","GA","GA-503","Athens/Clarke County CoC","Total Homeless","224"
"1/1/2016","GA","GA-504","Augusta CoC","Total Homeless","287"
"1/1/2016","GA","GA-505","Columbus-Muscogee/Russell County CoC","Total Homeless","329"
"1/1/2016","GA","GA-506","Marietta/Cobb County CoC","Total Homeless","405"
"1/1/2016","GA","GA-507","Savannah/Chatham County CoC","Total Homeless","1,070"
"1/1/2016","GA","GA-508","DeKalb County Continuum of Care","Total Homeless","473"
